Срок размещения объявления (дней),Модель машины,Год выпуска,"Пробег, км","Цена машины, ₽",Тип машины,Привод,Тип бензина,Ссылка
3,BMW 7 серия 3.0 AT,2013,144275,1799000,седан,полный,бензин,https://www.avito.ru/moskva/avtomobili/bmw_7_seriya_3.0_at_2013_144_275_km_3986994013
1,BMW X5 3.0 AT,2008,131000,1385000,внедорожник,полный,бензин,https://www.avito.ru/moskva/avtomobili/bmw_x5_3.0_at_2008_131_000_km_4023685970
4,BMW 2 серия 2.0 AT,2020,98000,3300000,купе,полный,дизель,https://www.avito.ru/moskva/avtomobili/bmw_2_seriya_2.0_at_2020_98_000_km_3900151415
0,BMW 5 серия 2.0 AT,2019,38937,3239000,седан,полный,дизель,https://www.avito.ru/moskva/avtomobili/bmw_5_seriya_2.0_at_2019_38_937_km_3900317300
0,BMW 3 серия 2.0 AT,2014,124457,1799000,седан,полный,дизель,https://www.avito.ru/moskva/avtomobili/bmw_3_seriya_2.0_at_2014_124_457_km_3959622734
0,BMW 5 серия 3.0 AT,2020,61124,6850000,седан,полный,дизель,https://www.avito.ru/moskva/avtomobili/bmw_5_seriya_3.0_at_2020_61_124_km_3889575864
6,BMW 5 серия 2.0 AT,2020,90000,3790000,универсал,полный,дизель,https://www.avito.ru/moskva/avtomobili/bmw_5_seriya_2.0_at_2020_90_000_km_3894777099
0,BMW 4 серия 2.0 AT,2020,25000,5495000,купе,полный,дизель,https://www.avito.ru/moskva/avtomobili/bmw_4_seriya_2.0_at_2020_25_000_km_3848621053
1,BMW 6 серия 3.0 AT,2008,186000,1355000,купе,задний,бензин,https://www.avito.ru/moskva/avtomobili/bmw_6_seriya_3.0_at_2008_186_000_km_3940741542
6,BMW 7 серия 3.0 AT,2021,34000,8250000,седан,полный,дизель,https://www.avito.ru/moskva/avtomobili/bmw_7_seriya_3.0_at_2021_34_000_km_3396252129
0,BMW 3 серия 1.5 AT,2017,95090,2049000,седан,задний,бензин,https://www.avito.ru/moskva/avtomobili/bmw_3_seriya_1.5_at_2017_95_090_km_3988553747
0,BMW 5 серия 3.0 AT,2019,75758,5448000,седан,полный,дизель,https://www.avito.ru/moskva/avtomobili/bmw_5_seriya_3.0_at_2019_75_758_km_4114118051
0,BMW i7 AT,2024,2750,24500000,седан,полный,электро,https://www.avito.ru/moskva/avtomobili/bmw_i7_at_2024_2_750_km_3721298618
1,BMW XM 4.4 AT,2023,4000,20500000,внедорожник,полный,гибрид,https://www.avito.ru/moskva/avtomobili/bmw_xm_4.4_at_2023_4_000_km_3830680667
0,BMW X6 3.0 AT,2023,10,13750000,внедорожник,полный,дизель,https://www.avito.ru/moskva/avtomobili/bmw_x6_3.0_at_2023_10_km_3820909093
0,BMW X3 2.0 AT,2021,57446,5090000,внедорожник,полный,дизель,https://www.avito.ru/krasnodar/avtomobili/bmw_x3_2.0_at_2021_57_446_km_3920054100
4,BMW X5 3.0 AT,2013,123546,1449000,внедорожник,полный,бензин,https://www.avito.ru/moskva/avtomobili/bmw_x5_3.0_at_2013_123_546_km_4274093077
1,BMW 5 серия 2.0 AT,2013,139000,1825000,седан,полный,бензин,https://www.avito.ru/moskva/avtomobili/bmw_5_seriya_2.0_at_2013_139_000_km_3875098154
0,BMW X4 2.0 AT,2018,96200,4590000,внедорожник,полный,дизель,https://www.avito.ru/moskva/avtomobili/bmw_x4_2.0_at_2018_96_200_km_3005719514
2,BMW 5 серия 2.5 AT,2006,142000,1049000,седан,задний,бензин,https://www.avito.ru/moskva/avtomobili/bmw_5_seriya_2.5_at_2006_142_000_km_3981953063
0,BMW 1 серия 2.0 AT,2020,44500,4400000,хетчбэк,полный,бензин,https://www.avito.ru/moskva/avtomobili/bmw_1_seriya_2.0_at_2020_44_500_km_3688097027
0,BMW 3 серия 2.0 AT,2014,128381,2169000,седан,задний,бензин,https://www.avito.ru/moskva/avtomobili/bmw_3_seriya_2.0_at_2014_128_381_km_3895323439
1,BMW 6 серия GT 3.0 AT,2020,47754,6750777,лифтбек,полный,дизель,https://www.avito.ru/sankt-peterburg/avtomobili/bmw_6_seriya_gt_3.0_at_2020_47_754_km_3690838139
0,BMW 3 серия 2.0 AT,2020,123815,3020000,седан,задний,бензин,https://www.avito.ru/moskva/avtomobili/bmw_3_seriya_2.0_at_2020_123_815_km_3963011305
3,BMW X1 2.0 AT,2013,116124,1407000,внедорожник,полный,бензин,https://www.avito.ru/kazan/avtomobili/bmw_x1_2.0_at_2013_116_124_km_3767881597
1,BMW X5 M 4.4 AT,2015,85799,6999999,внедорожник,полный,бензин,https://www.avito.ru/moskva/avtomobili/bmw_x5_m_4.4_at_2015_85_799_km_3657253886
0,BMW X5 3.0 AT,2019,55654,7500000,внедорожник,полный,бензин,https://www.avito.ru/moskva/avtomobili/bmw_x5_3.0_at_2019_55_654_km_3927766432
6,BMW 5 серия 3.0 AT,2001,330000,630000,седан,задний,бензин,https://www.avito.ru/moskva/avtomobili/bmw_5_seriya_3.0_at_2001_330_000_km_3722654904
0,BMW 5 серия 2.0 AT,2017,59446,3970000,седан,полный,дизель,https://www.avito.ru/moskva/avtomobili/bmw_5_seriya_2.0_at_2017_59_446_km_3931258024
0,BMW 5 серия 3.0 AT,2018,143500,3430000,универсал,полный,дизель,https://www.avito.ru/sankt-peterburg/avtomobili/bmw_5_seriya_3.0_at_2018_143_500_km_4003835268
7,BMW 4 серия Gran Coupe 2.0 AT,2018,128400,2650000,лифтбек,задний,бензин,https://www.avito.ru/moskva/avtomobili/bmw_4_seriya_gran_coupe_2.0_at_2018_128_400_km_3846223134
0,BMW 5 серия 2.0 AT,2024,1,9490000,седан,полный,дизель,https://www.avito.ru/moskva/avtomobili/bmw_5_seriya_2.0_at_2024_1_km_3889195694
1,BMW 5 серия 2.0 AT,2014,120561,2050000,седан,задний,бензин,https://www.avito.ru/moskva/avtomobili/bmw_5_seriya_2.0_at_2014_120_561_km_3756633645
0,BMW X5 3.0 AT,2019,64727,5800000,внедорожник,полный,бензин,https://www.avito.ru/moskva/avtomobili/bmw_x5_3.0_at_2019_64_727_km_3889455772
0,BMW 5 серия 2.0 AT,2019,38937,3239000,седан,полный,дизель,https://www.avito.ru/moskva/avtomobili/bmw_5_seriya_2.0_at_2019_38_937_km_3900317300
0,BMW 3 серия 2.0 AT,2014,124457,1799000,седан,полный,дизель,https://www.avito.ru/moskva/avtomobili/bmw_3_seriya_2.0_at_2014_124_457_km_3959622734
0,BMW 5 серия 3.0 AT,2020,61124,6850000,седан,полный,дизель,https://www.avito.ru/moskva/avtomobili/bmw_5_seriya_3.0_at_2020_61_124_km_3889575864
6,BMW 5 серия 2.0 AT,2020,90000,3790000,универсал,полный,дизель,https://www.avito.ru/moskva/avtomobili/bmw_5_seriya_2.0_at_2020_90_000_km_3894777099
0,BMW 4 серия 2.0 AT,2020,25000,5495000,купе,полный,дизель,https://www.avito.ru/moskva/avtomobili/bmw_4_seriya_2.0_at_2020_25_000_km_3848621053
1,BMW 6 серия 3.0 AT,2008,186000,1355000,купе,задний,бензин,https://www.avito.ru/moskva/avtomobili/bmw_6_seriya_3.0_at_2008_186_000_km_3940741542
6,BMW 7 серия 3.0 AT,2021,34000,8250000,седан,полный,дизель,https://www.avito.ru/moskva/avtomobili/bmw_7_seriya_3.0_at_2021_34_000_km_3396252129
0,BMW 3 серия 1.5 AT,2017,95090,2049000,седан,задний,бензин,https://www.avito.ru/moskva/avtomobili/bmw_3_seriya_1.5_at_2017_95_090_km_3988553747
0,BMW 5 серия 3.0 AT,2019,75758,5448000,седан,полный,дизель,https://www.avito.ru/moskva/avtomobili/bmw_5_seriya_3.0_at_2019_75_758_km_4114118051
0,BMW i7 AT,2024,2750,24500000,седан,полный,электро,https://www.avito.ru/moskva/avtomobili/bmw_i7_at_2024_2_750_km_3721298618
1,BMW XM 4.4 AT,2023,4000,20500000,внедорожник,полный,гибрид,https://www.avito.ru/moskva/avtomobili/bmw_xm_4.4_at_2023_4_000_km_3830680667
0,BMW X6 3.0 AT,2023,10,13750000,внедорожник,полный,дизель,https://www.avito.ru/moskva/avtomobili/bmw_x6_3.0_at_2023_10_km_3820909093
0,BMW X3 2.0 AT,2021,57446,5090000,внедорожник,полный,дизель,https://www.avito.ru/krasnodar/avtomobili/bmw_x3_2.0_at_2021_57_446_km_3920054100
4,BMW X5 3.0 AT,2013,123546,1449000,внедорожник,полный,бензин,https://www.avito.ru/moskva/avtomobili/bmw_x5_3.0_at_2013_123_546_km_4274093077
1,BMW 5 серия 2.0 AT,2013,139000,1825000,седан,полный,бензин,https://www.avito.ru/moskva/avtomobili/bmw_5_seriya_2.0_at_2013_139_000_km_3875098154
0,BMW X4 2.0 AT,2018,96200,4590000,внедорожник,полный,дизель,https://www.avito.ru/moskva/avtomobili/bmw_x4_2.0_at_2018_96_200_km_3005719514
2,BMW 5 серия 2.5 AT,2006,142000,1049000,седан,задний,бензин,https://www.avito.ru/moskva/avtomobili/bmw_5_seriya_2.5_at_2006_142_000_km_3981953063
0,BMW 1 серия 2.0 AT,2020,44500,4400000,хетчбэк,полный,бензин,https://www.avito.ru/moskva/avtomobili/bmw_1_seriya_2.0_at_2020_44_500_km_3688097027
0,BMW 3 серия 2.0 AT,2014,128381,2169000,седан,задний,бензин,https://www.avito.ru/moskva/avtomobili/bmw_3_seriya_2.0_at_2014_128_381_km_3895323439
1,BMW 6 серия GT 3.0 AT,2020,47754,6750777,лифтбек,полный,дизель,https://www.avito.ru/sankt-peterburg/avtomobili/bmw_6_seriya_gt_3.0_at_2020_47_754_km_3690838139
0,BMW 3 серия 2.0 AT,2020,123815,3020000,седан,задний,бензин,https://www.avito.ru/moskva/avtomobili/bmw_3_seriya_2.0_at_2020_123_815_km_3963011305
3,BMW X1 2.0 AT,2013,116124,1407000,внедорожник,полный,бензин,https://www.avito.ru/kazan/avtomobili/bmw_x1_2.0_at_2013_116_124_km_3767881597
1,BMW X5 M 4.4 AT,2015,85799,6999999,внедорожник,полный,бензин,https://www.avito.ru/moskva/avtomobili/bmw_x5_m_4.4_at_2015_85_799_km_3657253886
0,BMW X5 3.0 AT,2019,55654,7500000,внедорожник,полный,бензин,https://www.avito.ru/moskva/avtomobili/bmw_x5_3.0_at_2019_55_654_km_3927766432
6,BMW 5 серия 3.0 AT,2001,330000,630000,седан,задний,бензин,https://www.avito.ru/moskva/avtomobili/bmw_5_seriya_3.0_at_2001_330_000_km_3722654904
0,BMW 5 серия 2.0 AT,2017,59446,3970000,седан,полный,дизель,https://www.avito.ru/moskva/avtomobili/bmw_5_seriya_2.0_at_2017_59_446_km_3931258024
0,BMW 5 серия 3.0 AT,2018,143500,3430000,универсал,полный,дизель,https://www.avito.ru/sankt-peterburg/avtomobili/bmw_5_seriya_3.0_at_2018_143_500_km_4003835268
7,BMW 4 серия Gran Coupe 2.0 AT,2018,128400,2650000,лифтбек,задний,бензин,https://www.avito.ru/moskva/avtomobili/bmw_4_seriya_gran_coupe_2.0_at_2018_128_400_km_3846223134
0,BMW 5 серия 2.0 AT,2024,1,9490000,седан,полный,дизель,https://www.avito.ru/moskva/avtomobili/bmw_5_seriya_2.0_at_2024_1_km_3889195694
1,BMW 5 серия 2.0 AT,2014,120561,2050000,седан,задний,бензин,https://www.avito.ru/moskva/avtomobili/bmw_5_seriya_2.0_at_2014_120_561_km_3756633645
0,BMW X5 3.0 AT,2019,64727,5800000,внедорожник,полный,бензин,https://www.avito.ru/moskva/avtomobili/bmw_x5_3.0_at_2019_64_727_km_3889455772
0,BMW X5 3.0 AT,2015,169132,3200000,внедорожник,полный,дизель,https://www.avito.ru/moskva/avtomobili/bmw_x5_3.0_at_2015_169_132_km_3886470490
0,BMW 3 серия 2.0 AT,2017,107253,2450000,седан,полный,бензин,https://www.avito.ru/moskva/avtomobili/bmw_3_seriya_2.0_at_2017_107_253_km_3846900685
0,BMW X7 3.0 AT,2022,13137,12890000,внедорожник,полный,дизель,https://www.avito.ru/moskva/avtomobili/bmw_x7_3.0_at_2022_13_137_km_4037736237
1,BMW 5 серия 2.0 AT,2013,129486,1699000,седан,полный,бензин,https://www.avito.ru/moskva/avtomobili/bmw_5_seriya_2.0_at_2013_129_486_km_3847443102
0,BMW X6 3.0 AT,2008,191168,1930000,внедорожник,полный,дизель,https://www.avito.ru/voronezh/avtomobili/bmw_x6_3.0_at_2008_191_168_km_3637893416
1,BMW 5 серия 2.0 AT,2020,89000,3821000,универсал,задний,дизель,https://www.avito.ru/moskva/avtomobili/bmw_5_seriya_2.0_at_2020_89_000_km_3858812312
0,BMW X5 3.0 AT,2023,22,11990000,внедорожник,полный,дизель,https://www.avito.ru/moskva/avtomobili/bmw_x5_3.0_at_2023_22_km_3412911299
1,BMW 5 серия 3.0 MT,2009,124000,1499999,универсал,полный,бензин,https://www.avito.ru/tula/avtomobili/bmw_5_seriya_3.0_mt_2009_124_000_km_4140070241
1,BMW 3 серия 2.0 AT,2014,159265,1990000,седан,задний,бензин,https://www.avito.ru/moskva/avtomobili/bmw_3_seriya_2.0_at_2014_159_265_km_3987860771
7,BMW X3 2.0 AT,2024,3500,5550000,внедорожник,полный,бензин,https://www.avito.ru/moskva/avtomobili/bmw_x3_2.0_at_2024_3_500_km_4105830630
2,BMW 5 серия 2.0 AT,2019,106258,2808000,седан,задний,дизель,https://www.avito.ru/moskva/avtomobili/bmw_5_seriya_2.0_at_2019_106_258_km_3798947079
2,BMW 3 серия 1.6 AT,2014,145754,1549000,седан,задний,бензин,https://www.avito.ru/tula/avtomobili/bmw_3_seriya_1.6_at_2014_145_754_km_3908622273
2,BMW X5 3.0 AT,2015,97995,3750000,внедорожник,полный,дизель,https://www.avito.ru/moskva/avtomobili/bmw_x5_3.0_at_2015_97_995_km_3810942840
0,BMW X1 2.0 AT,2020,51100,3598000,внедорожник,полный,дизель,https://www.avito.ru/moskva/avtomobili/bmw_x1_2.0_at_2020_51_100_km_3874621920
7,BMW 5 серия 3.0 AT,2013,181000,2450000,седан,полный,дизель,https://www.avito.ru/moskva/avtomobili/bmw_5_seriya_3.0_at_2013_181_000_km_3867810064
5,BMW X4 3.0 AT,2014,124100,2690000,внедорожник,полный,дизель,https://www.avito.ru/moskva/avtomobili/bmw_x4_3.0_at_2014_124_100_km_3699720580
2,BMW 8 серия 4.4 AT,2023,2830,21000000,купе,полный,бензин,https://www.avito.ru/moskva/avtomobili/bmw_8_seriya_4.4_at_2023_2_830_km_3764738955
2,BMW X1 2.0 AT,2013,140042,1399000,внедорожник,задний,бензин,https://www.avito.ru/naberezhnye_chelny/avtomobili/bmw_x1_2.0_at_2013_140_042_km_3844988808
4,BMW X5 3.0 AT,2023,9000,10400000,внедорожник,полный,дизель,https://www.avito.ru/moskva/avtomobili/bmw_x5_3.0_at_2023_9_000_km_3919417441
0,BMW 5 серия 2.0 AT,2017,59446,3970000,седан,полный,дизель,https://www.avito.ru/moskva/avtomobili/bmw_5_seriya_2.0_at_2017_59_446_km_3931258024
0,BMW 5 серия 3.0 AT,2018,143500,3430000,универсал,полный,дизель,https://www.avito.ru/sankt-peterburg/avtomobili/bmw_5_seriya_3.0_at_2018_143_500_km_4003835268
7,BMW 4 серия Gran Coupe 2.0 AT,2018,128400,2650000,лифтбек,задний,бензин,https://www.avito.ru/moskva/avtomobili/bmw_4_seriya_gran_coupe_2.0_at_2018_128_400_km_3846223134
0,BMW 5 серия 2.0 AT,2024,1,9490000,седан,полный,дизель,https://www.avito.ru/moskva/avtomobili/bmw_5_seriya_2.0_at_2024_1_km_3889195694
1,BMW 5 серия 2.0 AT,2014,120561,2050000,седан,задний,бензин,https://www.avito.ru/moskva/avtomobili/bmw_5_seriya_2.0_at_2014_120_561_km_3756633645
0,BMW X5 3.0 AT,2019,64727,5800000,внедорожник,полный,бензин,https://www.avito.ru/moskva/avtomobili/bmw_x5_3.0_at_2019_64_727_km_3889455772
0,BMW X5 3.0 AT,2015,169132,3200000,внедорожник,полный,дизель,https://www.avito.ru/moskva/avtomobili/bmw_x5_3.0_at_2015_169_132_km_3886470490
0,BMW 3 серия 2.0 AT,2017,107253,2450000,седан,полный,бензин,https://www.avito.ru/moskva/avtomobili/bmw_3_seriya_2.0_at_2017_107_253_km_3846900685
0,BMW X7 3.0 AT,2022,13137,12890000,внедорожник,полный,дизель,https://www.avito.ru/moskva/avtomobili/bmw_x7_3.0_at_2022_13_137_km_4037736237
1,BMW 5 серия 2.0 AT,2013,129486,1699000,седан,полный,бензин,https://www.avito.ru/moskva/avtomobili/bmw_5_seriya_2.0_at_2013_129_486_km_3847443102
0,BMW X6 3.0 AT,2008,191168,1930000,внедорожник,полный,дизель,https://www.avito.ru/voronezh/avtomobili/bmw_x6_3.0_at_2008_191_168_km_3637893416
1,BMW 5 серия 2.0 AT,2020,89000,3821000,универсал,задний,дизель,https://www.avito.ru/moskva/avtomobili/bmw_5_seriya_2.0_at_2020_89_000_km_3858812312
0,BMW X5 3.0 AT,2023,22,11990000,внедорожник,полный,дизель,https://www.avito.ru/moskva/avtomobili/bmw_x5_3.0_at_2023_22_km_3412911299
1,BMW 5 серия 3.0 MT,2009,124000,1499999,универсал,полный,бензин,https://www.avito.ru/tula/avtomobili/bmw_5_seriya_3.0_mt_2009_124_000_km_4140070241
1,BMW 3 серия 2.0 AT,2014,159265,1990000,седан,задний,бензин,https://www.avito.ru/moskva/avtomobili/bmw_3_seriya_2.0_at_2014_159_265_km_3987860771
7,BMW X3 2.0 AT,2024,3500,5550000,внедорожник,полный,бензин,https://www.avito.ru/moskva/avtomobili/bmw_x3_2.0_at_2024_3_500_km_4105830630
2,BMW 5 серия 2.0 AT,2019,106258,2808000,седан,задний,дизель,https://www.avito.ru/moskva/avtomobili/bmw_5_seriya_2.0_at_2019_106_258_km_3798947079
2,BMW 3 серия 1.6 AT,2014,145754,1549000,седан,задний,бензин,https://www.avito.ru/tula/avtomobili/bmw_3_seriya_1.6_at_2014_145_754_km_3908622273
2,BMW X5 3.0 AT,2015,97995,3750000,внедорожник,полный,дизель,https://www.avito.ru/moskva/avtomobili/bmw_x5_3.0_at_2015_97_995_km_3810942840
0,BMW X1 2.0 AT,2020,51100,3598000,внедорожник,полный,дизель,https://www.avito.ru/moskva/avtomobili/bmw_x1_2.0_at_2020_51_100_km_3874621920
7,BMW 5 серия 3.0 AT,2013,181000,2450000,седан,полный,дизель,https://www.avito.ru/moskva/avtomobili/bmw_5_seriya_3.0_at_2013_181_000_km_3867810064
5,BMW X4 3.0 AT,2014,124100,2690000,внедорожник,полный,дизель,https://www.avito.ru/moskva/avtomobili/bmw_x4_3.0_at_2014_124_100_km_3699720580
2,BMW 8 серия 4.4 AT,2023,2830,21000000,купе,полный,бензин,https://www.avito.ru/moskva/avtomobili/bmw_8_seriya_4.4_at_2023_2_830_km_3764738955
2,BMW X1 2.0 AT,2013,140042,1399000,внедорожник,задний,бензин,https://www.avito.ru/naberezhnye_chelny/avtomobili/bmw_x1_2.0_at_2013_140_042_km_3844988808
4,BMW X5 3.0 AT,2023,9000,10400000,внедорожник,полный,дизель,https://www.avito.ru/moskva/avtomobili/bmw_x5_3.0_at_2023_9_000_km_3919417441
2,BMW X6 M 4.4 AT,2023,0,22700000,внедорожник,полный,бензин,https://www.avito.ru/moskva/avtomobili/bmw_x6_m_4.4_at_2023_3808445660
0,BMW M5 4.4 AT,2023,14392,17500000,седан,полный,бензин,https://www.avito.ru/moskva/avtomobili/bmw_m5_4.4_at_2023_14_392_km_3928809926
6,BMW 2 серия 2.0 AT,2018,113821,2900000,купе,полный,дизель,https://www.avito.ru/sankt-peterburg/avtomobili/bmw_2_seriya_2.0_at_2018_113_821_km_3604407897
2,BMW 1 серия 1.6 AT,2013,111347,1130000,хетчбэк,задний,бензин,https://www.avito.ru/sankt-peterburg/avtomobili/bmw_1_seriya_1.6_at_2013_111_347_km_3836580081
6,BMW X7 3.0 AT,2019,25000,8100000,внедорожник,полный,дизель,https://www.avito.ru/moskva/avtomobili/bmw_x7_3.0_at_2019_25_000_km_3955895145
6,BMW 7 серия 3.0 AT,2013,210000,2150000,седан,задний,бензин,https://www.avito.ru/moskva/avtomobili/bmw_7_seriya_3.0_at_2013_210_000_km_3816617061
2,BMW X5 3.0 AT,2016,105050,4865000,внедорожник,полный,дизель,https://www.avito.ru/moskva/avtomobili/bmw_x5_3.0_at_2016_105_050_km_4138244116
1,BMW 5 серия 3.0 AT,2018,125472,5079000,седан,полный,дизель,https://www.avito.ru/moskva/avtomobili/bmw_5_seriya_3.0_at_2018_125_472_km_4058006414
2,BMW X5 3.0 AT,2023,46,17800000,внедорожник,полный,дизель,https://www.avito.ru/moskva/avtomobili/bmw_x5_3.0_at_2023_46_km_4274453246
4,BMW X6 M 4.4 AT,2023,342,21950000,внедорожник,полный,бензин,https://www.avito.ru/moskva/avtomobili/bmw_x6_m_4.4_at_2023_342_km_3808277462
7,BMW X3 2.0 AT,2021,18000,5200000,внедорожник,полный,бензин,https://www.avito.ru/moskva/avtomobili/bmw_x3_2.0_at_2021_18_000_km_3720748115
1,BMW X5 3.0 AT,2017,148000,3449000,внедорожник,полный,бензин,https://www.avito.ru/moskva/avtomobili/bmw_x5_3.0_at_2017_148_000_km_3905125175
3,BMW X3 2.0 AT,2015,101500,2549000,внедорожник,полный,бензин,https://www.avito.ru/moskva/avtomobili/bmw_x3_2.0_at_2015_101_500_km_3988565214
5,BMW iX AT,2023,4580,9850000,внедорожник,полный,электро,https://www.avito.ru/moskva/avtomobili/bmw_ix_at_2023_4_580_km_3918280909
7,BMW X6 3.0 AT,2022,18000,9200000,внедорожник,полный,бензин,https://www.avito.ru/moskva/avtomobili/bmw_x6_3.0_at_2022_18_000_km_3839959006
2,BMW M3 3.0 AT,2022,6000,15500000,седан,полный,бензин,https://www.avito.ru/moskva/avtomobili/bmw_m3_3.0_at_2022_6_000_km_3972881736
1,BMW X5 3.0 AT,2017,97001,5230000,внедорожник,полный,дизель,https://www.avito.ru/moskva/avtomobili/bmw_x5_3.0_at_2017_97_001_km_4058477033
1,BMW X6 3.0 AT,2013,226529,3200000,внедорожник,полный,дизель,https://www.avito.ru/voronezh/avtomobili/bmw_x6_3.0_at_2013_226_529_km_3807129117
1,BMW 5 серия 3.0 AT,2018,165709,3385000,универсал,полный,дизель,https://www.avito.ru/moskva/avtomobili/bmw_5_seriya_3.0_at_2018_165_709_km_3752494255
0,BMW X1 2.0 AT,2015,127000,1999000,внедорожник,полный,бензин,https://www.avito.ru/moskva/avtomobili/bmw_x1_2.0_at_2015_127_000_km_3823812812
6,BMW X2 2.0 AT,2019,128576,2859000,внедорожник,полный,бензин,https://www.avito.ru/moskva/avtomobili/bmw_x2_2.0_at_2019_128_576_km_3940037266
1,BMW 3 серия 2.0 AT,2013,233185,1648550,седан,полный,дизель,https://www.avito.ru/sankt-peterburg/avtomobili/bmw_3_seriya_2.0_at_2013_233_185_km_3639530882
7,BMW X6 3.0 AT,2016,57900,5300000,внедорожник,полный,бензин,https://www.avito.ru/moskva/avtomobili/bmw_x6_3.0_at_2016_57_900_km_3816959733
7,BMW X6 3.0 AT,2023,50,14490000,внедорожник,полный,бензин,https://www.avito.ru/moskva/avtomobili/bmw_x6_3.0_at_2023_50_km_3913716725
7,BMW 5 серия 3.0 AT,2018,100800,3460000,универсал,задний,дизель,https://www.avito.ru/moskva/avtomobili/bmw_5_seriya_3.0_at_2018_100_800_km_3868245310
4,BMW X5 3.0 AT,2023,9000,10400000,внедорожник,полный,дизель,https://www.avito.ru/moskva/avtomobili/bmw_x5_3.0_at_2023_9_000_km_3919417441
2,BMW X6 M 4.4 AT,2023,0,22700000,внедорожник,полный,бензин,https://www.avito.ru/moskva/avtomobili/bmw_x6_m_4.4_at_2023_3808445660
0,BMW M5 4.4 AT,2023,14392,17500000,седан,полный,бензин,https://www.avito.ru/moskva/avtomobili/bmw_m5_4.4_at_2023_14_392_km_3928809926
6,BMW 2 серия 2.0 AT,2018,113821,2900000,купе,полный,дизель,https://www.avito.ru/sankt-peterburg/avtomobili/bmw_2_seriya_2.0_at_2018_113_821_km_3604407897
2,BMW 1 серия 1.6 AT,2013,111347,1130000,хетчбэк,задний,бензин,https://www.avito.ru/sankt-peterburg/avtomobili/bmw_1_seriya_1.6_at_2013_111_347_km_3836580081
6,BMW X7 3.0 AT,2019,25000,8100000,внедорожник,полный,дизель,https://www.avito.ru/moskva/avtomobili/bmw_x7_3.0_at_2019_25_000_km_3955895145
6,BMW 7 серия 3.0 AT,2013,210000,2150000,седан,задний,бензин,https://www.avito.ru/moskva/avtomobili/bmw_7_seriya_3.0_at_2013_210_000_km_3816617061
2,BMW X5 3.0 AT,2016,105050,4865000,внедорожник,полный,дизель,https://www.avito.ru/moskva/avtomobili/bmw_x5_3.0_at_2016_105_050_km_4138244116
1,BMW 5 серия 3.0 AT,2018,125472,5079000,седан,полный,дизель,https://www.avito.ru/moskva/avtomobili/bmw_5_seriya_3.0_at_2018_125_472_km_4058006414
2,BMW X5 3.0 AT,2023,46,17800000,внедорожник,полный,дизель,https://www.avito.ru/moskva/avtomobili/bmw_x5_3.0_at_2023_46_km_4274453246
4,BMW X6 M 4.4 AT,2023,342,21950000,внедорожник,полный,бензин,https://www.avito.ru/moskva/avtomobili/bmw_x6_m_4.4_at_2023_342_km_3808277462
7,BMW X3 2.0 AT,2021,18000,5200000,внедорожник,полный,бензин,https://www.avito.ru/moskva/avtomobili/bmw_x3_2.0_at_2021_18_000_km_3720748115
1,BMW X5 3.0 AT,2017,148000,3449000,внедорожник,полный,бензин,https://www.avito.ru/moskva/avtomobili/bmw_x5_3.0_at_2017_148_000_km_3905125175
3,BMW X3 2.0 AT,2015,101500,2549000,внедорожник,полный,бензин,https://www.avito.ru/moskva/avtomobili/bmw_x3_2.0_at_2015_101_500_km_3988565214
5,BMW iX AT,2023,4580,9850000,внедорожник,полный,электро,https://www.avito.ru/moskva/avtomobili/bmw_ix_at_2023_4_580_km_3918280909
7,BMW X6 3.0 AT,2022,18000,9200000,внедорожник,полный,бензин,https://www.avito.ru/moskva/avtomobili/bmw_x6_3.0_at_2022_18_000_km_3839959006
2,BMW M3 3.0 AT,2022,6000,15500000,седан,полный,бензин,https://www.avito.ru/moskva/avtomobili/bmw_m3_3.0_at_2022_6_000_km_3972881736
1,BMW X5 3.0 AT,2017,97001,5230000,внедорожник,полный,дизель,https://www.avito.ru/moskva/avtomobili/bmw_x5_3.0_at_2017_97_001_km_4058477033
1,BMW X6 3.0 AT,2013,226529,3200000,внедорожник,полный,дизель,https://www.avito.ru/voronezh/avtomobili/bmw_x6_3.0_at_2013_226_529_km_3807129117
1,BMW 5 серия 3.0 AT,2018,165709,3385000,универсал,полный,дизель,https://www.avito.ru/moskva/avtomobili/bmw_5_seriya_3.0_at_2018_165_709_km_3752494255
0,BMW X1 2.0 AT,2015,127000,1999000,внедорожник,полный,бензин,https://www.avito.ru/moskva/avtomobili/bmw_x1_2.0_at_2015_127_000_km_3823812812
6,BMW X2 2.0 AT,2019,128576,2859000,внедорожник,полный,бензин,https://www.avito.ru/moskva/avtomobili/bmw_x2_2.0_at_2019_128_576_km_3940037266
1,BMW 3 серия 2.0 AT,2013,233185,1648550,седан,полный,дизель,https://www.avito.ru/sankt-peterburg/avtomobili/bmw_3_seriya_2.0_at_2013_233_185_km_3639530882
7,BMW X6 3.0 AT,2016,57900,5300000,внедорожник,полный,бензин,https://www.avito.ru/moskva/avtomobili/bmw_x6_3.0_at_2016_57_900_km_3816959733
7,BMW X6 3.0 AT,2023,50,14490000,внедорожник,полный,бензин,https://www.avito.ru/moskva/avtomobili/bmw_x6_3.0_at_2023_50_km_3913716725
7,BMW 5 серия 3.0 AT,2018,100800,3460000,универсал,задний,дизель,https://www.avito.ru/moskva/avtomobili/bmw_5_seriya_3.0_at_2018_100_800_km_3868245310
